74	Admitted	department can be aware of your regular schedule? There has been some noted inconsistency in your arrival and departure times". (Annexure A, Tab 9A)
75	Admitted	appropriately addressed." (Annexure A, Tab 9A)
76	Admitted	Respect and did not comply with our Code of conduct". (Annexure A, Tab 9A)
77	Admitted	
78	Admitted	provide a definitive answer in response to directives to contact Chloe during office hours." (Annexure A, Tab 9A)
79	Admitted	the issues raised." (Annexure A, Tab 9B)
80	Admitted	9B)
81	Admitted	states: "regardless of my start/finish times next week you are to please contact me through the day/afterhours either via switch, office or mobile." (Annexure A, Tab 9)
82	Admitted	later between 0800-830am. Otherwise my hours are from 06:30-14:30." (Annexure A, Tab 9)
83	Admitted	Monday 20.05.2024". (Annexure A, Tab 9)
84	Admitted	email to switch to advise of any change to my office hours for the week." (Annexure A, Tab 9)
85	Admitted	and hopefully will be back tomorrow." (Annexure A, Tab 30A)
86	Admitted	week." (Annexure A, Tab 30A)
87	Admitted	anything urgent." (Annexure A, Tab 30A)
88	Admitted	pm. (Annexure A, Tab 9)
89	Admitted	Respiratory Service... We are not Respiratory Medical OPD and we do not have any doctors working out of this area." (Annexure A, Tab 11)
90	Admitted	of 15 May 2024 at 11:47 am at any time before 20 May 2024
91	Admitted	for Respiratory Medical Outpatients... we can not help patients or other clinical staff with OPD issues." (Annexure A, Tab 11)
92	Admitted	her email of 15 May 2024 at 11:47 am. (Annexure A, Tab 11)
93	Admitted	of 20 May 2024 at 11:03 am before 2:05 pm on that day
94	Admitted	modifications to the Document: Outpatients Department - Clinic contact Details. on the 22nd of February 2024. I recommend a modification and review of the document." (Annexure A, Tab 11)
95	Admitted	
96	Admitted	Switchboard staff on 17 May 2024. (Annexure A, Tab 9)
97	Admitted	the email of Ms Marriott of that day at 11:03 am
98	Admitted	minutes after the first email of Ms Marriott of 15 May 2024 at 11:47 am
99	Admitted	20 May 2024
100	Admitted	morning about the update of outpatients respiratory/medical." (Annexure A, Tab 11)
101	Admitted	updated procedures out to the team for consultation before implementing." (Annexure A, Tab 11)
102	Admitted	the Appellant's email of that day at 2:05 pm
103	Admitted	stated to all Switchboard staff on 17 May 2024. (Annexure A, Tab 9)
104	Admitted	morning", being the morning of 20 May 2024. (Annexure A, Tab 11)
105	Admitted	document created on 20 May 2024 recording the discussion referred to in that reply
106	Admitted	Respiratory Service, on 20 May 2024
107	Admitted	Respiratory Service, on 20 May 2024
108	Admitted	Integrated Respiratory Service, on 20 May 2024
109	Admitted	contact Details" was amended at any time on or before 20 May 2024
110	Admitted	or before 20 May 2024, of the modifications made to the document "Outpatients Department - Clinic contact Details" on 22 February 2024
111	Admitted	19/5/24. Chloe will then be on call from Monday 20/5/24 – Sunday 26/5/24. During business hours you are to still contact Chloe." (Annexure A, Tab 8C)
112	Admitted	included Mr Richard Parry among its recipients. (Annexure A, Tab 8C)
113	Admitted	Hours." included Mr Richard Parry among its recipients. (Annexure A, Tab 9)
114	Admitted	Shepherd : created draft", 20.02.2024, 11:24:48. (Annexure A, Tab 28)
115	Admitted	(Annexure A, Tab 28)
116	Admitted	12:23:43. (Annexure A, Tab 28)
117	Admitted	(Annexure A, Tab 28)
118	Admitted	09:06:07. (Annexure A, Tab 28)
119	Admitted	(Annexure A, Tab 28)
120	Admitted	11:21:03. (Annexure A, Tab 28)
121	Admitted	(Annexure A, Tab 28)
122	Admitted	(Annexure A, Tab 28)
123	Admitted	Tab 28)
124	Admitted	approval recorded at 11:21:03 on the same day is thirteen minutes and thirty-five seconds
125	Admitted	seconds
126	Admitted	(Annexure A, Tab 28)
127	Admitted	approve/not approve paid Special Pandemic Leave in accordance with Directives 05/17 and 01/20 respectively, for this pandemic event (COVID-19) only, to a Band 9 delegate". (Annexure A, Tab 29)
128	Admitted	powers outlined in (a) above." (Annexure A, Tab 29)
129	Admitted	February 2024
130	Admitted	February or March 2024
131	Admitted	the Instrument of Human Resource Sub-Delegation in respect of Process Reference 15480560
132	Admitted	via MyHR and attach a statutory declaration or photo evidence of his test"
133	Admitted	attached to the MyHR submission. Ms Taylor asked the appellant to resubmit"
134	Admitted	review indicates that in fact, the attachments were present on the appellant's submission"
135	Admitted	management of staff with COVID-19"
136	Admitted	so she could submit it in MyHR". (Annexure A, Tab 25)
137	Admitted	leave was 5 days for a positive staff member." (Annexure A, Tab 25)
138	Admitted	sufficient evidence" and "requested for you to resubmit your leave days". (Annexure A, Tab 25)
139	Admitted	Tab 25)
140	Admitted	submitted on 20 February 2024, with an effective date of 20 February 2024, a processing date of 1 March 2024, and a status of "Completed". (Annexure A, Tab 15)
141	Admitted	15)
142	Admitted	submit a Special Pandemic Leave request personally through myHR in February 2024
143	Admitted	Book on or around 6 June 2023"
144	Admitted	was reported from Ms Taylor to Ms Reese on 6 June 2023 via email"
145	Admitted	Communication Book Update". (Annexure A, Tab 1B)
146	Admitted	certain entry." (Annexure A, Tab 1B)
147	Admitted	that switchboard can use to communicate." (Annexure A, Tab 1B)
148	Admitted	Appellant. (Annexure A, Tab 1B)
149	Admitted	indirect comments towards the team." (Annexure A, Tab 1B)
150	Admitted	Book, or its author
151	Admitted	that the removed page has been located, or that any copy of it exists
152	Admitted	that any entry made by the Appellant remains in the Communication Book
153	Admitted	Health Service at any time during the Appellant's employment
154	Not admitted	Communication Book, nor any page or entry from it
155	Admitted	stop with any further communication as I have had enough of it." (Annexure A, Tab 2)
156	Admitted	confirm this was an oversight." (Annexure A, Tab 4)
157	Admitted	0700-1500 to give you the required rest period". (Annexure A, Tab 4)
158	Admitted	work related issues, shift concerns, leave, etc." (Annexure A, Tab 2)
159	Admitted	an email of your recent communication with Cory about contacting yourself about missed shifts, as I could not find a copy of this email." (Annexure A, Tab 4)
160	Admitted	(Annexure A, Tab 3)
161	Admitted	through this process." (Annexure A, Tab 3)
162	Admitted	correct process and speak to me directly if its regarding emergent leave, you can contact me either through switch or my office/mobile." (Annexure A, Tab 10)
163	Admitted	contact her "through switch/office or mobile". (Annexure A, Tab 6)
164	Admitted	"either through switch or my office/mobile". (Annexure A, Tab 10)
165	Admitted	contact Ms Taylor. (Annexure A, Tab 10)
166	Admitted	May 2024, that notifying his unavailability by telephoning the Switchboard did not comply with the process required of him
167	Admitted	the union, or MSH and the majority of employees affected must occur prior to changes to a shift roster." (Annexure A, Tab 23)
168	Admitted	Form." (Annexure A, Tab 23)
169	Admitted	Queensland representatives commenced negotiating a new roster for Switchboard Services, Logan Hospital." (Annexure A, Tab 22)
170	Admitted	LBHS, MSH." (Annexure A, Tab 22)
171	Admitted	equitable roster for Switchboard Services, Logan Hospital staff". (Annexure A, Tab 22)
172	Admitted	greater equity based on FTE." (Annexure A, Tab 22)
173	Admitted	predictability and equity to all staff ensuring fair distribution of penalties." (Annexure A, Tab 22)
174	Admitted	shift (0700-1500) on Saturdays, to assist with call volume." (Annexure A, Tab 22)
175	Admitted	A, Tab 22)
176	Admitted	consultation, and that affected staff, unions and stakeholders were invited to provide feedback by 8 December 2024. (Annexure A, Tab 23)
177	Admitted	and that the proposed rosters were approved with a date effective of 20 January 2025. (Annexure A, Tab 23)
178	Admitted	to you all on being endorsed to become workplace delegates!" (Annexure A, Tab 24)
179	Admitted	(Annexure A, Tab 24)
180	Admitted	Health Service General Employees (Queensland Health) Award - State 2015 was obtained before the rostering of the Appellant's shifts on 17 and 18 March 2024
181	Admitted	before the change to after-hours on-call arrangements notified by Ms Taylor on 15 April 2024
182	Admitted	388372 Pay issues". (Annexure A, Tab 12)
183	Admitted	to Ms C Taylor, and is copied to the Appellant. (Annexure A, Tab 12)
184	Admitted	Payroll Team, Payroll Transactional Services. (Annexure A, Tab 12)
185	Admitted	(Annexure A, Tab 12)
186	Admitted	AVAC PRN 15397775." (Annexure A, Tab 12)
187	Admitted	A, Tab 12)
188	Admitted	(Annexure A, Tab 12)
189	Admitted	be overtime." (Annexure A, Tab 12)
190	Admitted	Cory is paid corrected and his RDO balance will then be amended." (Annexure A, Tab 12)
191	Admitted	to PayrollMetroSouth and to Ms E Grant. (Annexure A, Tab 12)
192	Admitted	addressed to the Appellant. (Annexure A, Tab 12)
193	Admitted	submitted through My HR as this will also be affecting your RDO balances as well as your pay." (Annexure A, Tab 12)
194	Admitted	13)
195	Admitted	submit an AVAC for next pay run. I will let you know PRN once it has been submitted." (Annexure A, Tab 13)
196	Admitted	Claims older than 3 months - Please sign". (Annexure A, Tab 14)
197	Admitted	approval." (Annexure A, Tab 14)
198	Admitted	2024 to 31 May 2024. (Annexure A, Tab 15)
199	Admitted	Allowance Claim (AVAC)". (Annexure A, Tab 15)
200	Admitted	Claims as "Donovan-Taylor, Chloe". (Annexure A, Tab 15)
201	Admitted	as the Appellant. (Annexure A, Tab 15)
202	Admitted	a status of "Completed". (Annexure A, Tab 15)
203	Admitted	processing date of 30 May 2024, and a status of "Part Completed". (Annexure A, Tab 15)
204	Admitted	period as "Completed". (Annexure A, Tab 15)
205	Admitted	2024; 16328886, submitted 15 May 2024; and 16450619, submitted 28 May 2024. (Annexure A, Tab 15)
206	Admitted	
207	Admitted	paragraph 20(c): "any discrepancies or errors were remedied in a timely manner"
208	Admitted	outstanding underpayments for the appellant"
209	Admitted	submitted the AVAC on 28 May 2024"
210	Admitted	(Annexure A, Tab 15)
211	Admitted	ending with night shifts followed by three days off and then returning to night shifts. (Annexure A, Tab 7)
212	Admitted	about what alternative shifts she could offer". (Annexure A, Tab 7)
213	Admitted	alternative shifts following the meeting of 16 April 2024
214	Admitted	"This section includes a toolkit required by management to manage fatigue and implement appropriate protocols and adhere to the workplace health and safety act." (Annexure A, Tab 7)
215	Admitted	to receive feedback". (Annexure A, Tab 7)
216	Admitted	email, or provided any feedback on it, at any time before 18 June 2024
217	Admitted	and I will get back to you asap with a response." (Annexure A, Tab 7)
218	Admitted	raise that he has concerns over how his manager is rostering for the Switchboard team and how it is impacting on staff fatigue, or more specifically his fatigue." (Annexure A, Tab 8)
219	Admitted	moderate". (Annexure A, Tab 8)
220	Admitted	regards to Cory's line in past rosters". (Annexure A, Tab 8)
221	Admitted	roster we are planning on going with before we send out the implementation plan for this business case for change". (Annexure A, Tab 8)
222	Admitted	staff member about our rostering practices. Thus if someone might be able to give me a call regarding these staff concerns, that would be great." (Annexure A, Tab 8)
223	Admitted	A, Tab 8A)
224	Admitted	provides more than 10-hour breaks between shifts". (Annexure A, Tab 21)
225	Admitted	initiated shift swaps have occurred." (Annexure A, Tab 21)
226	Admitted	break) says that this was a result of human error and not intentional or repeated"
227	Admitted	
228	Not admitted	and "MET CALL WARD 2Q BED 5" at 21:16. (Annexure A, Tab 31)
229	Not admitted	"CANCELLED MET CALL WARD 3DR BED 14" at 11:32; "NEONATAL MET CALL THEATRE 2" at 11:35; and "NEONATAL MET CALL BIRTH SUITES 5" at 13:09. (Annexure A, Tab 31)
230	Not admitted	14:00
231	Not admitted	notation "CALLED VIA SWITRCHBOARD" [sic]. (Annexure A, Tab 31)
232	Admitted	2020, the Appellant signed an agreement allowing an 8-hour break between shifts"
233	Admitted	appellant could refuse shifts at anytime"
234	Admitted	arose from a staff initiated shift swap
235	Admitted	Time Code as "SCK", the Leave Taken as 7.60 hours, and the Leave Status as "APPROVED". (Annexure A, Tab 16)
236	Admitted	leave"
237	Admitted	he was not performing overtime"
238	Admitted	[sic] was reasonable management action taken in a reasonable way pursuant to s 32(5) WCRA."
239	Admitted	rostered days off is dated June 2020. (Annexure A, Tab 25)
240	Admitted	following day and not rostering on call an officer who is rostered for the first shift on the following day." (Annexure A, Tab 25)
241	Admitted	be granted a day's holiday in lieu at a time to be mutually arranged, but this is not applicable where an employee is not ordinarily required to work on a Saturday or Sunday". (Annexure A, Tab 25)
242	Admitted	(Annexure A, Tab 25)
243	Admitted	there was a mutual agreement of regular rosters, employees were entitled to a minimum 10-hour break". (Annexure A, Tab 25)
244	Admitted	(Annexure A, Tab 25)
245	Admitted	they arise so she could action them sooner for you". (Annexure A, Tab 25)
246	Admitted	response or overtime payment". (Annexure A, Tab 25)
247	Admitted	for 18 March 2024 would not be processed due to the existing 8-hour agreement signed by you on 17 June 2020." (Annexure A, Tab 25)
248	Admitted	terminate this agreement going forward." (Annexure A, Tab 25)
249	Admitted	2024 is 23 days
250	Admitted	regarding fatigue leave at any time between 9 April 2024 and 1 May 2024
251	Admitted	factored in travel time, your break between shifts would have been less than 5 hours." (Annexure A, Tab 25)
252	Admitted	your employment contract and adjustments in your working hours did not automatically invalidate the agreement". (Annexure A, Tab 25)
253	Admitted	A, Tab 25)
254	Admitted	Tab 25)
255	Admitted	A, Tab 25)
256	Admitted	Tab 25)
257	Admitted	hours between the termination of one shift and the commencement of another shift, and 8 hours applied instead of 10 only in specific circumstances". (Annexure A, Tab 25)
258	Admitted	equated to 7 hours." (Annexure A, Tab 25)
259	Admitted	a minimum 8-hour break." (Annexure A, Tab 25)
260	Admitted	8-hour agreement." (Annexure A, Tab 25)
261	Admitted	psychological nature". (Annexure A, Tab 25)
262	Admitted	contributing factor". (Annexure A, Tab 25)
263	Admitted	clinical assistants. The Logan Hospital Switchboard staff are non-clinical staff, and therefore there is no mandatory requirement for them to complete Fatigue Risk Management System training." (Annexure A, Tab 20)
264	Admitted	organisational change related to the reporting lines for Switchboard." (Annexure A, Tab 20)
265	Admitted	assistants." (Annexure A, Tab 20)
266	Admitted	operating procedures over the period requested." (Annexure A, Tab 20)
267	Admitted	managed solely via email or verbally with the complainant." (Annexure A, Tab 20)
268	Admitted	available for the period 17-18 March 2024." (Annexure A, Tab 20)
269	Admitted	respect of the Appellant's position at any time before 30 June 2024
270	Admitted	to the Appellant in respect of his position at any time before 30 June 2024
271	Admitted	implemented at Logan Hospital Switchboard at any time before 30 June 2024
272	Admitted	of Logan Hospital Switchboard as a consequence of any employee complaint over the period 1 December 2023 to 30 June 2024
273	Admitted	communicated by the email of 15 April 2024
274	Admitted	described as "Event overview - undated"
275	Admitted	Carolyn Jeffrey"
276	Admitted	WorkCover Queensland dated 1 August 2024 described as a follow up statement
277	Admitted	the attachment described as "Email: After hours on call process"
278	Admitted	attachment described as "Email: Task change switchboard - 19/04/2024"
279	Admitted	attachment described as "Email: MASPER process - 09/05/2024"
280	Admitted	July 2024
281	Admitted	appellants statement, because there are no particulars or details to respond to."
282	Admitted	Stressor 1(a) of the Amended Form 9A and enclosing the documents recording it
283	Admitted	proceeding. (Annexure A, Tab 27)
284	Admitted	resulting in a break of only 7 hours." (Annexure A, Tabs 26-27)
285	Admitted	hours between shifts, or 8 hours by written agreement." (Annexure A, Tabs 26-27)
286	Admitted	shifts". (Annexure A, Tab 27)
287	Admitted	error that was accidentally made by Chloe with regards to night shifts". (Annexure A, Tabs 26-27)
288	Admitted	"because the respondent does not have a copy of the page". (Annexure A, Tab 27)
289	Admitted	effective clinical handover and patient safety." (Annexure A, Tabs 26-27)
290	Admitted	place for this to occur". (Annexure A, Tab 27)
291	Admitted	"because there was already a procedure in place". (Annexure A, Tab 27)
292	Admitted	please stop talking over the top of me." (Annexure A, Tabs 26-27)
293	Admitted	a 'positive, supportive role' to facilitate union membership and delegate elections". (Annexure A, Tabs 26-27)
294	Admitted	(Annexure A, Tab 27)
295	Admitted	(Annexure A, Tab 27)
296	Admitted	Ms E Grant of Payroll of 3 May 2024. (Annexure A, Tab 27)
297	Admitted	May 2024". (Annexure A, Tab 27)
298	Admitted	an AVAC for the next pay run. (Annexure A, Tab 27)
299	Admitted	circumstances and because the roster was equitable". (Annexure A, Tab 27)
300	Admitted	process at any time before 18 June 2024
301	Admitted	any formal performance management process at any time before 18 June 2024
302	Admitted	2024 as a warning, or as part of a disciplinary or performance management process
303	Admitted	action relied upon for the contention in that paragraph. Signature: Print name: Cory Lea Shepherd Title of office held: Appellant (self-represented) Date: 28 / 08 / 2026 SCHEDULE OF DOCUMENTS – ANNEXURE A Authenticity to be admitted – Industrial Relations (Tribunals) Rules 2011, rule 49 Take notice that the appellant also asks the respondent to admit, for this proceeding only, the authenticity of the documents specified below, and that if the respondent does not within 14 days after receiving this notice serve a notice on the appellant disputing the authenticity of those documents, the respondent is taken to admit their authenticity for this proceeding only. The authenticity of the same documents is also the subject of a separate Form 25 - Notice to admit documents served with this notice, annexing the same Annexure A. This schedule is retained in this notice as a cross-reference. Tab Document Date Authenticity admitted / disputed
